Column1,특성추출(가중치순 상위 50개),종목명
1282,"ESG,지배구조,KCGS,국민은행,한화생명,효성,한국타이어앤테크놀로지,사회책임경영,박성식,경남은행,위험성,1회,영업실적,환경경영,삼성전자,삼성물산,대우조선해양,한국조선해양,포스코",효성
1283,"삼성물산,7개,ESG,구조원,기업지배구조원,한국타이어앤테크놀로지,통합등급,관계자,에버랜드,활성화,임직원,대표이사,1사,10사,한국테크놀로지그룹,그동안,8사,1번,한국기업지배구조원,한국,7등급,지배구조,대우조선해양,한국타이어,하향조정,등급,기업,조정,하락,사회,통합,환경",한국타이어앤테크놀로지
1284,"ESG,노동자,7개,구조원,삼성물산,기업지배구조원,대표이사,대우조선해양,관계자,한국타이어앤테크놀로지,통합등급,임직원,에버랜드,사업군,조선,활성화,상장사,단계씩,코스닥시장,코스닥,쌍용자동차,위험요소,1사",한국타이어앤테크놀로지
1285,"코로나,온라인,삼성,이재용,첫날,공정위,수익률,대웅제약,삼성생명,빌보드,아시아나,오프라인,편의점,이동걸,충청도,스타뉴스,자영업,쿠팡,선구안,임대료,모평,지원금",삼성생명
1286,"대원제약,거래량,제약주,게시물,치료제,두산밥캣,한화,의약품,투자자들,일양약품우,투자자,ESG,외국인,시간DATE,순매,주가,우수,주력,평균,커뮤니티,포털,기업,제조,종목,대표,시장,전문,증권",한화
1287,"한영,사업부,인텔,1조,삼정,1위,폐기물,마켓인사이트,대한항공,회계실사,삼일,리그테이블,10조,쑤저우,4위,안진,총결산,하이닉스,한국경제신문",대한항공
1288,"치료제,코로나,코스피,서울,아리바이오,입닫,VS,성실기업,규제지역,도로위,전용차로,오프라인,지원금,송현동,셀트리온헬스케어,대한항공,경쟁력,대약진",셀트리온헬스케어
1289,"변호사,인도네시아,아시아나항공,넥서스,공모주,이재용,골프장,부동산,대한항공,산업은행,아시아나,한진칼,국회의원,대한민국,쿠팡,태평양,사법연수원,용산역세권,한국석유공사,코로나",한진칼
1290,"한앤컴퍼니,대한항공,코로나19,한온시스템,한온,운용사,사업부,기내식,품어,쌍용양회,PEF,1조,자동차,000억,자릿수",한온시스템
1291,"ESG,거버넌스,클라쓰,최태원,지배구조,안전망,직원들,대한항공,일투족,머니투데이,시니어,조원태,소극적,한진칼,전도사,계열사별,정면돌파,일반론,경영인,뒷짐,무작정,희로애락,기자들",한진칼
1292,"대한항공,조원태,코로나19,여객기,항공사,역발상,한진그룹,보잉,효자노릇,효자,구조원,고용유지,한국기업지배구조원,경쟁력,유럽,교통부,최우선,미주,화물기,한국,회사측,임직원,일본,지배구조,대한한공,안전장치",대한항공
1293,"대한항공,여객기,항공사,한진그룹,화물사업,조원태,보잉,코로나19,팬데믹,감염증,구조원,역발,역발성,업황,최고등급,투명성,교통부",대한항공
1294,"UN,일동제약,SDGBI,ESG,SDGS,300여,대한항공,대한통운,현대엔지니어링,현대,구성원,이해관계자들,공동체",일동제약
1295,"순이익,매출액,가입자,브로커리지,수탁고,관계자,수익원,월정액,자산관리,대한항공,제이알글로벌리츠,영업이익,WM,IB,2084억,커리지,KB증권,온라인",대한항공
1296,"항공사,진에어,지배구조,이사회,위원회,ESG,대한항공,A등급,사외이사,거버넌스위원회,KCGS,1명,거버넌스,선진적,의장직,대표이사,보상위원회,안전위원회,저비용항공사,구조원,관계자,기업지배구조,주주가치,LCC",진에어
1297,"대한항공,한국기업지배구조원,위원회,평가서,사외이사후보추천위원회,구조원,한국,ESG,비행기,구호물품,정관변경안,항공업종,대표이사,독립성,900여,구성원,상장회사,3가지,사회부문,지배구조,환경부문,부여,지배구조부문,A등급,등급,환경,이사,구조,지배,평가,통합,사회,상장,기업,전원,경영,사외,활동,수송,활용,특성,노력,업종,설명",대한항공
1298,"위원회,ESG,이사회,대한항공,지배구조,구조원,사외이사후보추천위원회,독립성,한국기업지배구조원,기업지배구조,정갑영,환경부문,한국,A등급,GOVERNANCE,정관변경안,보상위원회,지속가능성,조치들",대한항공
1299,"대한항공,ESG,위원회,한국기업지배구조원,지배구조,이사회,구조원,기업지배구조,정갑영,통합등급,한국,구호물품,윈회,항공업종,정관변경안,추천위,보상위원회,독립성,기후변화,주주들,사안들,3가지,사외이사후보추천위윈회,친환경,사외이사후보추천위원회,지배구조헌장",대한항공
1300,"대한항공,한국기업지배구조원,위원회,한국,환경부문,독립성,경영활동,지속가능성,ESG,사외이사후보추천위원회,기후변화,구조원,관계자,지배구조헌장,지배구조부문,친환경,지배구조,통합등급,사회부문,통합등급A,SOCIAL,GOVERNANCE,ENVIRONMENT,A등급,노력,평가,구조,기업,경영,지배,등급,사회,거래",대한항공
1301,"대한항공,ESG,위원회,이사회,지배구조,통합등급,기업지배구조,정갑영,환경부문,한국기업지배구조원,독립성,구조원,상장사,구호물품,윈회,정관변경안,조치들,협력사,대표이사,추천위,보상위원회",대한항공
1302,"ESG,위원회,대한항공,이사회,지배구조,한국기업지배구조원,기업지배구조,정갑영,환경부문,한국,독립성,구조원,윈회,정관변경안,조치들,대표이사,추천위,보상위원회,지속가능성,통합등급,기후변화,경영활동,3가지,KCGS,사안들",대한항공
1303,"대한항공,위원회,ESG,한국기업지배구조원,구조원,이사회,정갑영,사회,환경,지배구조,환경부문,한국,통합등급,윈회,정관변경안,대표이사,추천위,투명경영,지속가능성,경영활동,확대,개편,사외이사후보추천위윈회,지배구조부문,기업지배구조,평가,연구,조사,지배구조,사회부문,통합등급A,KCGS,거버넌스,경영,등급,기업",대한항공
1304,"대한항공,통합등급,한국기업지배구조원,위원회,구조원,ESG,환경부문,3가지,한국,구호물품,보상위원회,주주들,협력사,독립성,친환경,사안들,경영활동,기후변화,지역사회,지속가능성,지배구조헌장,사회공헌활동,항공업종,사외이사후보추천위원회,지배구조부문,기업지배구조,지배구조,사회부문,관계자,KCGS,등급,평가,사회,기업",대한항공
1305,"ESG,대한항공,위원회,이사회,지배구조,구조원,한국기업지배구조원,기업지배구조,정갑영,환경부문,독립성,한국,윈회,정관변경안,협력사,조치들,기후변화,추천위,보상위원회,사회공헌활동,지역사회,지배구조헌장,투명경영,주주들",대한항공
1306,"대한항공,이사회,위원회,지배구조,ESG,상장사,통합등급,한국,한국기업지배구조원,구조원,사회부문,구호물품,정관변경안,경영활동,대표이사,지주사,한진그룹,지속가능성,사외이사후보추천위원,기업지배구조,기후변화,항공업종,KCGS,거버넌스,한진칼,기업가치,지배구조헌장,거버넌스위원회,보장위원회,관계자,지배구조개선",한진칼
1307,"부동산,송현동,온라인,소부장,오프라인,성수기,인플루언서,대한항공,20위,미래전망,체질개선,잠재력,뜬다,1로,삼성전자,알뜰폰,계열사,THE300",삼성전자
1308,"상영관,네이버,코로나19,농어촌,상하농원,묵동,어린이들,대한항공,언택트,온라인,서울시,비디보브,특수화물,글린트,롯데시네마,중랑,태스크포스",대한항공
1309,"상반기,딜로이트안진,회계실사,마켓인사이트,운용사,인수자,1조,1위,사업부,삼정KPMG,대한항공,한국경제신문,매도자,영광,2위,중국,쑤저우,삼정,LCD,사모펀드",대한항공
1310,"대한항공,항공업계,화물기,코로나19,항공업,임직원,상반기,조원태,한진그룹,여객기,코로나,항공사,1조,역발상",대한항공
1311,"ESG,위원회,대한항공,사외이사,이사회,지배구조,박남규,조명현,김동재,금융기관,지속가능,지속가능성,투자자,경영활동,위원장,3명,GOVERNANCE,SOCIAL,ENVIRONMENT,거버넌스,이사,기업,경영,사회,요소",대한항공
1312,"대한항공,코로나19,여객기,위원회,이사회,ESG,화물기,코로나바이러스,1485억,관계자",대한항공
1313,"대한항공,위원회,코로나19,흑자전환,화물기단,485억,ESG,보잉,영업이익,화물수송,1조,이사회,관계자,코로나바이러스,영업익,상반기,원스톱,과다경쟁,금융기관,신화물시스템,극대화",대한항공
1314,"ESG,대한항공,위원회,사외이사,이사회,박남규,조명현,김동재,금융기관,지속가능,결정기구,사회책임,투자자,기업지배구조,선제적,위원장,3명,거버넌스,이사,사외,책임,기업,안건,기타,역할,요소,최고,개편,신설,전략",대한항공
1315,"대한항공,ESG,위원회,이사회,사외이사,지속가능,지배구조,박남규,ESG위원회,조명현,김동재,선제적,투자자,경영활동,거버넌스위원회,거버넌스,지속가능성,기업지배구조,사회책임,위원장,3명,관계자,GOVERNANCE,SOCIAL,ENVIRONMENT,경영,환경",대한항공
1316,"ESG,대한항공,이사회,위원회,사외이사,박남규,조명현,거버넌스,김동재,지배구조,금융기관,지속가능,지속가능성,투자자,사회공헌,위원장,3명,경영활동,GOVERNANCE,SOCIAL,ENVIRONMENT,기업,경영",대한항공
1317,"ESG,대한항공,위원회,이사회,사외이사,지배구조,박남규,조명현,김동재,금융기관,지속가능,경영활동,지속가능성,위원장,투자자,3명,관계자,ESG위원회,GOVERNANCE,ENVIRONMENT,SOCIAL,거버넌스,이사,사회,기업,요소",대한항공
1318,"ESG,위원회,이사회,대한항공,사외이사,박남규,경영활동,조명현,김동재,금융기관,선제적,지속가능,지속가능성,지배구조,위원장,3명,사회책임,투자자,기업지배구조,관계자,거버넌스,기업,환경,요소,이사,사외,경영",대한항공
1319,"ESG,위원회,대한항공,사외이사,이사회,박남규,조명현,김동재,금융기관,지속가능,경영활동,지속가능성,위원장,3명,지배구조,사회책임,기업지배구조,투자자,관계자,거버넌스,기업,사회,책임,사회적,경영,이사,사외,환경",대한항공
1320,"대한항공,ESG,이사회,위원회,사외이사,박남규,조명현,김동재,경영활동,지배구조,지속가능성,사회책임,대한한공,위원장,3명,투자자,기업지배구조,관계자,거버넌스,GOVERNANCE,ENVIRONMENT,SOCIAL,이사,기업",대한항공
1321,"ESG,대한항공,위원회,이사회,박남규,조명현,김동재,금융기관,선제적,주주가치,경영활동,투자자,지속가능성,3명,지속가능,위원장,지배구조,기업지배구조,사회책임,관계자,거버넌스,ESG위원회,기업,환경,신설,경영",대한항공
1322,"ESG,대한항공,위원회,이사회,조명현,ESG위원회,금융기관,박남규,선제적,위원장,3명,경영활동,지속가능성,투자자,김동재,지배구조,기업가치,기업지배구조,거버넌스위원회,거버넌스,사회책임,환경변화,관계자,기업,환경,이사,경영,안건,최고,책임",대한항공
1323,"갑질,중소기업,공정거래,대기업,한국,현대모비스,ESG,협력사,교동식품,공정거래협약,경쟁력,대한항공,제일제당,서울,조성욱,엔디티엔지니어링,공정위",현대모비스
1324,"지배구조,핵심지표,삼성전자,보고서,자산규모,기업지배구조,이사회,금융사,전자투표,의무대상,정기주주총회,대한항공",삼성전자
1325,"국민연금,한진칼,부사장,스튜어드십코드,책임투자,수익률,조원태,한진그룹,행동주의,국민연금공단,만큼,조현아,연기금,민주평화당,김광수,대법원,일본,대한항공",한진칼
1326,"한진칼,3자,대한항공,이사회,ISS,후보군,의결권,사내이사,KCGI,국민연금,조원태,머니투데이,위원장,한진그룹,항공업,지배구조원,지배구조",한진칼
1327,"국민연금,의결권,대한항공,한국기업지배구조원,기업들,그동안,서울,지배구조,스튜어드십코드,국민연금기금운용위원회,구조원",대한항공
1328,"한진칼,이사회,사외이사,대한항공,전문가,위원회,사내이사,한진그룹,지배구조,위원장,부사장,조원태,재무구조,김석동,하은용",한진칼
1329,"한진그룹,한진칼,델타항공,대한항공,KCGI,조원태,경영진,주주들,코로나19,백기사,전자투표,행동주의,의구심,재무구조,지주회사,부채비율,코로나바이러스,미국",한진칼
1330,"한진그룹,KCGI,한진칼,간담회,조원태,항공업,주주연합,조현아,부사장,대한항공,5영업일,강성부,서울,유튜브,이사회,글래드",한진칼
1331,"한진그룹,3자,한진칼,대한항공,조현아,한진,4명,이화여대,부사장,KCGI,지배구조,노동자,공개토론,계열사,부회장,조원태,구본주,경영진,3곳",한진칼
1332,"한진칼,경영진,KCGI,한진그룹,지배구조,공개토론,주주연합,대한항공,조원태,석태수,자본시장,부채비율,고객들,조현아,부대표,사모펀드,운용사,부사장,신민석,효율화,8명,경영위기,경영상,반도건설,임직원,정기주주총회,위기상황,강성부,평가요",한진칼
1333,"한진칼,한진그룹,조원태,대한항공,지배구조,KCGI,행동주의,석태수,사실상,강성부,대표이사,고객들,부대표,등급평가,경영실패,5개,부사장,신민석,임직원,계열사,낙후",한진칼
1334,"한진그룹,KCGI,한진칼,토론회,한진,조원태,지배구조,주주제안,대한항공,조현아,부사장,경영진,한국기업거버넌스포럼,순손실,주주연합,행동주의,석태수",한진칼
1335,"한진칼,한진그룹,KCGI,공개토론,경영진,대한항공,지배구조,토론회,조원태,강성부,조현아,경영위기,이사회,석태수,주주제안,주주연합,행동주의,지주사,RESPONSIBILITY,사회책임경영,부대표,기업지배구조,고객들,경영인",한진칼
1336,"한진그룹,한진칼,경영진,공개토론,KCGI,대한항공,지배구조,부채비율,석태수,조원태,행동주의,강성부,주주제안,전자투표,주주연합,반도건설,경영인",한진칼
1337,"한진칼,KCGI,공개토론,대한항공,한진그룹,조원태,석태수,경영진,전자투표,주주연합,5개년,지주사,ESG,주주들,경영인,외부전문가들,C등급,부대표,문제의식,전문경영인,고객들,반도건설,실효성",한진칼
1338,"한진그룹,한진칼,조원태,KCGI,대한항공,행동주의,석태수,누적적자,입장문,대표이사,한진,경영진,반도건설,부대표,부사장,1조,2558억,3467억,신민석,ESG,조현아,경영성과,지배구조개선,경영효율화,강성부",한진칼
1339,"위원회,이사회,한진칼,김신배,사외이사,부사장,연합군,대한항공,조원태,부회장,대표이사,한진그룹,사내이사,변호사,함철호,태평양,본부장,전문가",한진칼
1340,"한진칼,이사회,3자,사외이사,위원회,사내이사,부사장,대한항공,대표이사,변호사,다음달,4명,삼성전자,3명,조원태",한진칼
1341,"이사회,사외이사,한진칼,주주연합,변호사,조현아,한진그룹,부사장,위원회,8명,부회장,삼성전자,대한항공,차이점,김신배,조원태,구본주,배경태",한진칼
1342,"한진그룹,한진칼,부회장,주주제안,위원회,이사회,사외이사,주주연합,김신배,청렴성,대한항공,부사장,주주가치,전자투표제,구본주,함철호,운용사",한진칼
1343,"한진칼,한진그룹,이사회,주주제안,사외이사,위원회,3자,4명,사내이사,변호사,김신배,주주연합,청렴성,부회장,분들,삼성전자,대한항공,부사장",한진칼
1344,"경영인,부사장,대한항공,이사회,한진그룹,조현아,항공업,국민연금,조회장,전문가,연합군,차례씩,환원책,KCGI,송현동,통큰,주주환원책,ESG,조원태,한진칼",한진칼
1345,"한진그룹,대한항공,경쟁력,한진,부동산,매출액,그룹사,인천,ESG,이사회,영업실적,핵심사업,항공기,하얏트",한진
1346,"이사회,한진칼,대한항공,항공기,한진,한진그룹,위원회,인천,관계자,수익성,사외이사,행동주의,부동산,미국,연결기준,수송보국,경쟁력,보국,진에어,그룹사",한진칼
1347,"이사회,한진그룹,핵심사업,한진칼,그룹사,위원회,경쟁력,대한항공,한진,인천,부동산,지배구조,윌셔그랜드센터,재무구조",한진칼
1348,"한진그룹,대한항공,이사회,항공기,한진칼,전세기,부사장,우한,그룹사,승무원,경쟁력,위원회,부동산,승무원들,한진,직원들,조원태,조현아,대한민국,인천",한진칼
1349,"한진그룹,이사회,부사장,대한항공,한진칼,국민연금,항공운송,경쟁력,조현아,주주들,지배구조,제주,물류사업,ESG,윌셔그랜드센터",한진칼
1350,"이사회,한진칼,칼호텔네트워크,한진,부사장,그룹사,위원회,조원태,경쟁력,사실상,저수익,한진그룹,대표이사,재무구조,인천,대한항공,조현아",한진칼
1351,"한진칼,이사회,한진그룹,대한항공,위원회,한진,경쟁력,부사장,KCGI,국민연금,부동산,의결권,다음달,경영진,이명희",한진칼
1352,"한진그룹,이사회,대한항공,그룹사,경쟁력,한진칼,위원회,조원태,제주,한진,부동산,인천,조현아,ESG",한진칼
1353,"대한항공,항공기,한진그룹,경쟁력,한진칼,보잉,ESG,항공사,중구,서울,태평양,ICT,조인트벤처,조원태,신형기",한진칼
1354,"이사회,한진칼,한진그룹,대한항공,경쟁력,위원회,부동산,한진,지배구조,인천,부사장,그룹사,사외이사,저수익,ESG",한진칼
1355,"한진그룹,한진칼,이사회,대한항공,위원회,경쟁력,부사장,그룹사,부동산,한진,미국,인천,ESG,보상위원회,계열회사,지배구조,거버넌스,조원태",한진칼
1356,"한진칼,이사회,대한항공,한진그룹,위원회,그룹사,부동산,한진,경쟁력,제주,인천,대표이사,ESG,항공기,하얏트",한진칼
1357,"한진그룹,자문사,한진칼,서스틴베스트,윤진수,대한항공,본부장,기업지배구조원,서울,자문사들,국민연금,연구소,구조원,류영재,조현태,부사장,전문경영인,경영인,지배주주,투자자,글래스루이스,6개",한진칼
1358,"국민연금,한진칼,KCGI,대한항공,조원태,한진그룹,행동주의,서울,부사장,3자,박능후,기업가치,강성부",한진칼
1359,"대한항공,회사채,투자자,경영권,BBB,1조,IB,조현아,조원태,미지수,000억,운용사,요청서,파생결합상품,강성부,자산운용사,국민연금,1BP,영업이익률,입찰제안요청서,컨버전스,570억,강성부펀드",대한항공
1360,"태광산업,흥국생명,배구단,재활용,에이스포라,김연경,태광그룹,대한화섬,페트병,계열사,에코,지배구조,배출량,석유화학,이산화탄소,직매형,관계자,아웃도어,ESG,SPA,섬유,유니폼,소재",태광산업
1361,"한국능률협회컨설팅,한국,경쟁력,코로나바이러스,대한민국,동서발전,동서,보고서,차별화,지속가능,신뢰에너지,경쟁우위,화장실,구도일,주유공간,사무실,한국동서발전,정유산업,소비자",동서
1362,"폐기물,PEF,코엔텍,투자자,EMC,몸값,어펄마캐피탈,10여,빅3,6개,대기업,수처리,1조,ESG그룹,새한환경,맥쿼리,PE,동서,모간애셋매니지먼트,IMM인베스트먼트,5000억,개인들,4000억,에코매니지먼트,주먹구구식,콜버그크래비스로버츠,앵커에쿼티파트너스,잠재력",코엔텍
1363,"EMC,폐기물,에비타,인수전,코엔텍,계열사,적격인수후보자,상반기,후보자,후보들,본입찰,콜버그크래비스로버츠,동서,480억",코엔텍
1364,"EMC홀딩스,본입찰,폐기물,다음달,EMC,계열사,만큼,ESG,코엔텍,새한환경,사업장,1조,3연전,콜버그크래비스로버츠,822억,영업이익,동서,감가상각,처리시설,운용사,3809억",코엔텍
1365,"폐기물,태영건설,회사채,TSK코퍼레이션,자본시장,자회사,처리업체,1100억,신서정,연구원,몸값,한국경제신문,티와이홀딩스,기업가치,동서,PEF,KKR,마켓인사이트,오랫동안,1조,황금알",태영건설
1366,"ESG,폐기물,ESG그룹,앵커에쿼티파트너스,운용사,8000억,쿼티,KKR,PEF,코엔텍,주간사,청원,새한환경,프라이빗에쿼티,동서,볼트온,미국,스톤,대상자,코로나19",코엔텍
1367,"태양광,신한,사업자,파리바자산운용,한국동서발전,1차,현대에너지솔루션,신한BNP파리바자산운용,미국,뉴딜,동서,일본,관계자,투자계약,보험사들,동서햇빛드림펀드,신재생,사업자보호,사업공모,이창구,현대,오른쪽,강철호",현대에너지솔루션
1368,"태양광,파리바자산운용,사업자,1차,신한,1조,신한BNP파리바자산운용,미국,동서,일본,한국동서발전,동서햇빛드림펀드,보험사들,현대에너지솔루션,사업공모,사업자보호,금융약정,이창구,5천억,보험사,신한금융,신재생에너지,신재생,대표이사,신재,인프라운용센터",현대에너지솔루션
1369,"태양광,신한,사업자,파리바자산운용,뉴딜,미국,동서,1차,일본,관계자,중소기업,현대에너지솔루션,신한BNP파리바자산운용,1조,투자계약,동서햇빛드림펀드,보험사들,신한금융,투자사,신재생",현대에너지솔루션
1370,"태양광,파리바자산운용,한국동서발전,사업자,신한,신한BNP파리바자산운용,현대에너지솔루션,다음달,1차,투자계약,미국,뉴딜,동서,일본,중소기업,콘래드호텔,관계자,신재생에너지,이창구,보험사들,에너지저장장치,서울,사업자보호",현대에너지솔루션
1371,"폐기물,코엔텍,후보자,사모펀드,본입찰,ESG,코로나바이러스,쿼티,사모펀드들,투자회수,예비입찰,새한환경,처리시설,맥쿼리,동서,TSK,시엄,프라이빗에쿼티,아이에스동서",코엔텍
1372,"동아쏘시오홀딩스,가마솥,동아쏘시오그룹,보고서,유엔글로벌콤팩트,UN,ESG,지배구조,이해관계자,자회사,출품작,창업정신,지속가능,서울시,통합보고서,철원,미국",동아쏘시오홀딩스
1373,"지배구조,연구원,ESG,삼성물산,현대오토에버,롯데정보통신,한국,동아쏘시오홀딩스,에프앤가이드,본격화,하이투자증권,이건희,1조,이상헌,삼성생명,마이다",현대오토에버
1374,"지배구조,연구원,삼성물산,한국,ESG,본격화,현대오토에버,롯데정보통신,에프앤가이드,동아쏘시오홀딩스,하이투자증권,이건희,1조,이상헌,수익률,극대화,삼성생명",현대오토에버
1375,"가마솥,동아제약,동아쏘시오그룹,이해관계자,동아쏘시오홀딩스,유엔글로벌콤팩트,대학생,내재화,지속가능성,이니셔티브,그간,지배구조,지역사회,조직문화,사회공헌활동,UNGC,동아에스티,보고서,관계자,사회공헌,동아",동아에스티
1376,"동아제약,동아쏘시오홀딩스,코로나19,생리대,소비자,경북,구호물품,지배구조,위원회,대구,이해관계자",동아쏘시오홀딩스
1377,"보고서,상장사,코스피,거래소,2조,투명성,기업경영,의무공시,한솔홈데코,한솔홀딩스,한솔피엔에스,책임투자,한솔테크닉스,한솔제지,한솔로지스틱스,포스코강판,활성화,동아에스티,한화,171곳,금융사,비금융사,현대자동차",현대자동차
1378,"신한카드,외화채권,순이익,코로나19,코로나바이러스,신용카드사,ESG,칼텍스,무디스,미래에셋대우,동양생명,경기부양책,국가들,2102만,팬데믹,5000억,민간기업들,소상공인,자본시장,신용등급,대유행,가맹점,3019억,지배구조,평가사,4억,부양책",동양생명
1379,"소부장,반도체,투자자,NH아문디자산운용,배영훈,수익률,코리아펀드,코스피,필승코리아펀드,만큼,NH,1주년,코리아,삼성,하이닉스,동진쎄미켐,사회책임",동진쎄미켐
1380,"ESG,뉴딜,한국판,금융지원,에스오시,두산,신재생,태양광,국민연금,10조,농소,코로나바이러스,대기리",두산
1381,"사회가치경영,미국,명지대,한국,김재구,블랙록,종업원,마리,기업들,스탠퍼드대학교,한국노동연구원,자본주의,서울대,필요성,유전자,경영인,두산",두산
1382,"경남은행,ESG,지역은행,친환경,부산은행,JB,DGB,사회공헌활동,BNK,두산중공업,경남,배출량,경남도,금융사,액화수소,광주",두산중공업
1383,"ESG,상장사,지속가능,경남,현대위아,연구원,두산중공업,박성식,해성디에스,자본시장연구원,90곳,한화에어로스페이스,코로나19,6곳,보고서,이듬해,구조원,B등급,지배구조",현대위아
1384,"두산중공업,한국,코로나바이러스,외국인,투자자,1조,곽태선,아이엠에프,지원책,기업지배구조,코리아,삼성,대한민국,스톰,장기투자자들",두산중공업
1385,"제주,큐브미몰,보고서,아모레퍼시픽,큐브미,복합리조트,지속가능경영보고서,리테일,제주개발공사,농협하나로유통,롯데관광개발,온라인몰,드림타워,서울,여의도,농협하나로마트",아모레퍼시픽
1386,"봉사활동,임직원,흥국화재,삼성화재,사회공헌비용,당기순이익,보험사,순이익,사회공헌,하위권,2회,롯데손해보험,회원사,손해보험사,3억,48억,환경보호,KB,지속가능,현대해상,1억,집행금액,28억,15억",흥국화재
1387,"이사회,신규투자,ESG,지배구조,소방관,롯데손해보험,자산운용,사외이사,FSC,비재무적,지속가능,출력물,인쇄물,임직원,협의회,15조,롯데,지속가능기업,롯데손보,경영활동,HERO,소위원회,소방관보험,보험증권",롯데손해보험
1388,"롯데손보,ESG,신규투자,롯데손해보험,비재무적,지배구조,FSC,출력물,발돋움,소방관보험,인쇄물,보험사,임직원,소방관,협의회,산림관리협의회,경영활동,롯데,최원진,부여,관계자,재무성,약관,보험증권,DM출력물,DM,SOCIAL,GOVERNANCE,ENVIRONMENTAL,기업,전략",롯데손해보험
1389,"소방관,HERO,진단비,상해,공무원,롯데손해보험,관계자,보험상품,소방공무원,대한민국,가입금액,롯데,급성심근경색증,경색증,뇌졸증,사업비,부식진단비,광고문구,파절,중증화상,민영보험,치아파절,ESG,골절진단비,후유장해,보험업,소방업무,65세,소방공무원들,20세,온라인,차별화,롯데손보,소방관들,소방관보험",롯데손해보험
1390,"HERO,소방관보험,소방관,롯데손보,진단비,롯데손해보험,공무원,관계자,보험상품,소방공무원,대한민국,가입금액,차별화,급성심근경색증,경색증,유튜브,부식진단비,사업비,중증화상,상해,골절진단비,후유장해,지배구조,65세,소방업무,소방공무원들,보험업,20세,온라인,롯데,TV",롯데손해보험
1391,"소방관,롯데손보,보험인,소방관보험,대한민국,상해,보험업,공무원,급성심근경색증,20세,최소화,65세,경색증,후유장해,차별화,소방공무원들,온라인,관계자,소방업무,롯데손해보험,HERO,ESG,보험,출시,보장,가입,소방",롯데손해보험
1392,"롯데,계열사,삼성,대기업집단,신동빈,현대차,순이익,3조,엘지,청사진,롯데쇼핑,에스케이,상반기,신동주,통합앱,유통업,오프라인",롯데쇼핑
1393,"롯데,야쿠르트,프레딧,온라인,롯데쇼핑,목적지,GS25,5대,편의점,친환경,롯데케미칼,롯데온,비건,신성장,업황,영업이익,AI",롯데케미칼
1394,"롯데,전자투표,계열사,롯데쇼핑,상장사,전자투표제,코로나19,선임안,롯데그룹,의결권,정작,ESG,롯데지주,관계자,국민연금,세진",롯데지주
1395,"의결권,서스틴베스트,보고서,상장사,투자자,국민연금,동일인,자문사,사내이사,기업들,1회,현대백화점,롯데쇼핑,대림산업,기관투자자들,주주총회",현대백화점
1396,"롯데,롯데쇼핑,사업부,오프라인,온라인,조직개편,쇼핑앱,롯데케미칼,대표이사,에탄크래커,의사결정,롯데그룹,롭스,7개",롯데케미칼
1397,"롯데케미칼,롯데정밀화학,롯데그룹,저탄소,기후변화,온실가스,스페셜티,임직원,유록스,요소수,코로나바이러스,잠재량,촉매제,신동빈",롯데케미칼
1398,"친환경,콘퍼런스콜,롯데케미칼,울산,롯데정밀화학,양산,화학업,화학제품,전기차,PETG,두산솔루스,신동빈,롯데그룹,화장품,진행중,유럽",롯데케미칼
1399,"ESG,분산탄,지속가능성,최태원,국제사회,한화,기후변화,삼성그룹,울산,롯데정밀화학,지배구조,롯데그룹,신동빈,경쟁력,기업들,투자평가,사회책임,석탄산업,신용평가사들,계열사,전염병,자회사,코로나19,불발률,보험인수,팬데믹,소크라테스,방점,미래세대,평가사,관계자,지구환경",한화
1400,"롯데정밀화학,롯데그룹,롯데,울산,상반기,신동빈,삼성화학,친환경,삼성,석유화학공업단지,경쟁력,롯데케미칼,정기인사",롯데케미칼
1401,"롯데정밀화학,울산,롯데그룹,삼성,롯데,신동빈,정경문,삼성그룹,경쟁력,김교현,삼성정밀화학,선제적,안전관리,경영환경,지배구조,3조,기후변화,스페셜티,일본,화학부문,생산설비,코로나19,삼성BP화학,ESG,SDI,BP",롯데정밀화학
1402,"롯데,롯데정밀화학,친환경,신동빈,코로나,롯데케미칼,디젤차,경쟁력,상반기,울산,두산솔루스,ESG,삼성,촉매제,계열사,롯데그룹,동박,전지박,지배구조,의약용",롯데케미칼
1403,"롯데정밀화학,롯데그룹,친환경,요소수,일본,울산,신동빈,삼성,롯데,경쟁력,케미칼사업부,디젤차,1150억,롯데케미칼,코로나바이러스,촉매제",롯데케미칼
1404,"롯데정밀화학,롯데그룹,요소수,메셀로스,신동빈,울산,상반기,롯데,삼성,촉매제,경쟁력,ESG,스페셜티,배기가스,생산설비",롯데정밀화학
1405,"롯데정밀화학,울산,롯데,롯데그룹,친환경,메셀로스,롯데케미칼,상반기,공장증설,석유화학공업단지,유록스",롯데케미칼
1406,"롯데정밀화학,롯데케미칼,울산,롯데,롯데그룹,생산량,신동빈,메셀로스,상반기,삼성,PIA,경쟁력,삼성정밀화학,석유화학공업단지,유록스,코로나바이러스",롯데케미칼
1407,"롯데정밀화학,롯데그룹,울산,롯데,메셀로스,삼성,울산공장,신동빈,김교현,삼성그룹,정경문,화학부문,핵심축,경쟁력,기후변화",롯데정밀화학
1408,"롯데정밀화학,ESG,롯데그룹,울산,롯데,계열사,경쟁력,신동빈,영업이익,두산솔루스,정경문,삼성그룹,김교현,친환경",롯데정밀화학
